sdate,variable,value,sign_if_LT_LOD,flag
27-Jun-11,OXYG,105.9,,1
11-Jul-11,OXYG,105.2,,1
28-Jul-11,OXYG,118.7,,1
08-Aug-11,OXYG,107.9,,1
23-Aug-11,OXYG,111.8,,1
05-Sep-11,OXYG,105.7,,1
19-Sep-11,OXYG,94.6,,1
03-Oct-11,OXYG,111.2,,1
17-Oct-11,OXYG,92.1,,1
31-Oct-11,OXYG,89.5,,1
14-Nov-11,OXYG,89.9,,1
28-Nov-11,OXYG,87.4,,1
12-Dec-11,OXYG,95.2,,1
04-Jan-12,OXYG,96.6,,1
16-Jan-12,OXYG,96.5,,1
30-Jan-12,OXYG,94,,1
13-Feb-12,OXYG,101,,2
27-Feb-12,OXYG,100.9,,1
12-Mar-12,OXYG,103.2,,1
26-Mar-12,OXYG,126.4,,1
11-Apr-12,OXYG,111.5,,1
24-Apr-12,OXYG,117.5,,1
09-May-12,OXYG,110.2,,1
23-May-12,OXYG,122.3,,1
08-Jun-12,OXYG,103.7,,1
18-Jun-12,OXYG,100.4,,1
02-Jul-12,OXYG,98.2,,1
16-Jul-12,OXYG,113.7,,1
30-Jul-12,OXYG,110,,1
15-Aug-12,OXYG,113.8,,1
29-Aug-12,OXYG,95.3,,1
10-Sep-12,OXYG,115.6,,1
24-Sep-12,OXYG,97.2,,2
08-Oct-12,OXYG,91.1,,1
22-Oct-12,OXYG,90.9,,1
05-Nov-12,OXYG,85.8,,1
19-Nov-12,OXYG,94.6,,1
03-Dec-12,OXYG,93.2,,1
17-Dec-12,OXYG,95.1,,1
07-Jan-13,OXYG,95.6,,1
21-Jan-13,OXYG,93,,1
04-Feb-13,OXYG,99.4,,1
18-Feb-13,OXYG,90,,2
04-Mar-13,OXYG,104.6,,1
18-Mar-13,OXYG,104.8,,1
03-Apr-13,OXYG,112.5,,1
17-Apr-13,OXYG,112.1,,1
29-Apr-13,OXYG,109.9,,1
10-May-13,OXYG,108.8,,1
29-May-13,OXYG,108.1,,1
10-Jun-13,OXYG,119.6,,1
24-Jun-13,OXYG,100.6,,1
08-Jul-13,OXYG,123.2,,1
22-Jul-13,OXYG,114.6,,1
05-Aug-13,OXYG,102.6,,1
19-Aug-13,OXYG,87,,1
02-Sep-13,OXYG,93.1,,1
16-Sep-13,OXYG,82.7,,1
30-Sep-13,OXYG,104.8,,1
14-Oct-13,OXYG,83.7,,1
28-Oct-13,OXYG,88.2,,1
11-Nov-13,OXYG,77.8,,1
25-Nov-13,OXYG,86.9,,1
09-Dec-13,OXYG,92,,1
06-Jan-87,SECC,4.25,,1
17-Feb-87,SECC,4.5,,1
03-Mar-87,SECC,4,,1
17-Mar-87,SECC,3.75,,1
31-Mar-87,SECC,3,,1
14-Apr-87,SECC,2.75,,1
28-Apr-87,SECC,3.5,,1
13-May-87,SECC,3.75,,1
26-May-87,SECC,5.5,,1
09-Jun-87,SECC,4,,1
23-Jun-87,SECC,3.75,,1
07-Jul-87,SECC,3.5,,1
21-Jul-87,SECC,3.25,,1
04-Aug-87,SECC,2.25,,1
18-Aug-87,SECC,3,,1
01-Sep-87,SECC,2.75,,1
15-Sep-87,SECC,2.5,,1
29-Sep-87,SECC,3,,1
13-Oct-87,SECC,3,,1
27-Oct-87,SECC,4.25,,1
10-Nov-87,SECC,4.5,,1
24-Nov-87,SECC,4,,1
22-Dec-87,SECC,6.75,,1
04-Jan-88,SECC,5.5,,1
20-Jan-88,SECC,5.5,,1
03-Feb-88,SECC,4.5,,1
16-Feb-88,SECC,4.5,,1
01-Mar-88,SECC,6,,1
14-Mar-88,SECC,5.2,,1
28-Mar-88,SECC,4.6,,1
12-Apr-88,SECC,4.25,,1
25-Apr-88,SECC,3.25,,1
10-May-88,SECC,4.25,,1
23-May-88,SECC,4.25,,1
06-Jun-88,SECC,6.4,,1
20-Jun-88,SECC,5.5,,1
28-Jun-88,SECC,6.25,,1
12-Jul-88,SECC,4.1,,1
18-Jul-88,SECC,2.8,,1
02-Aug-88,SECC,5.25,,1
15-Aug-88,SECC,3.5,,1
05-Sep-88,SECC,5,,1
13-Sep-88,SECC,4,,1
26-Sep-88,SECC,3.5,,1
10-Oct-88,SECC,3.5,,1
24-Oct-88,SECC,4.7,,1
08-Nov-88,SECC,4,,1
21-Nov-88,SECC,4.75,,1
05-Dec-88,SECC,3.5,,1
20-Dec-88,SECC,5,,1
04-Jan-89,SECC,4.75,,1
16-Jan-89,SECC,3.5,,1
30-Jan-89,SECC,4.7,,1
13-Feb-89,SECC,3.25,,1
27-Feb-89,SECC,4.5,,1
14-Mar-89,SECC,2.5,,1
28-Mar-89,SECC,3.5,,1
10-Apr-89,SECC,4.75,,1
24-Apr-89,SECC,3.25,,1
08-May-89,SECC,2.8,,1
25-May-89,SECC,8.5,,1
05-Jun-89,SECC,6.5,,1
19-Jun-89,SECC,7,,1
03-Jul-89,SECC,6,,1
18-Jul-89,SECC,6,,1
31-Jul-89,SECC,5,,1
14-Aug-89,SECC,4,,1
29-Aug-89,SECC,4.25,,1
11-Sep-89,SECC,3.5,,1
10-Oct-89,SECC,4.25,,1
23-Oct-89,SECC,3.5,,1
06-Nov-89,SECC,3.5,,1
20-Nov-89,SECC,3.5,,1
18-Dec-89,SECC,4.8,,1
02-Jan-90,SECC,4.5,,1
15-Jan-90,SECC,5.5,,1
30-Jan-90,SECC,3,,1
13-Feb-90,SECC,4,,1
06-Mar-90,SECC,4.5,,1
12-Mar-90,SECC,4.5,,1
26-Mar-90,SECC,4,,1
09-Apr-90,SECC,3,,1
23-Apr-90,SECC,2.7,,1
08-May-90,SECC,3.25,,1
21-May-90,SECC,6,,1
05-Jun-90,SECC,6,,1
18-Jun-90,SECC,4.5,,1
02-Jul-90,SECC,4.5,,1
16-Jul-90,SECC,4,,1
30-Jul-90,SECC,4.7,,1
13-Aug-90,SECC,4.75,,1
28-Aug-90,SECC,3.75,,1
10-Sep-90,SECC,4,,1
25-Sep-90,SECC,4,,1
08-Oct-90,SECC,3.75,,1
22-Oct-90,SECC,4.5,,1
06-Nov-90,SECC,4,,1
19-Nov-90,SECC,3.5,,1
03-Dec-90,SECC,5.5,,1
21-Jan-91,SECC,5,,1
28-Jan-91,SECC,6.25,,1
28-Feb-91,SECC,3,,1
12-Mar-91,SECC,3.5,,1
25-Mar-91,SECC,3,,1
02-Apr-91,SECC,2.5,,1
09-Apr-91,SECC,3.5,,1
23-Apr-91,SECC,3.25,,1
07-May-91,SECC,2.6,,1
20-May-91,SECC,5.5,,1
03-Jun-91,SECC,6,,1
17-Jun-91,SECC,5,,1
02-Jul-91,SECC,4.5,,1
16-Jul-91,SECC,3.5,,1
06-Aug-91,SECC,3,,1
27-Aug-91,SECC,3.25,,1
09-Sep-91,SECC,4,,1
23-Sep-91,SECC,3.5,,1
14-Oct-91,SECC,4.25,,1
21-Oct-91,SECC,3.75,,1
04-Nov-91,SECC,2.75,,1
19-Nov-91,SECC,4.75,,1
02-Dec-91,SECC,6.75,,1
16-Dec-91,SECC,5.25,,1
07-Jan-92,SECC,5.25,,1
13-Jan-92,SECC,5.5,,1
10-Feb-92,SECC,6.75,,1
24-Feb-92,SECC,4,,1
10-Mar-92,SECC,4.25,,1
23-Mar-92,SECC,4,,1
07-Apr-92,SECC,3.75,,1
21-Apr-92,SECC,2.5,,1
05-May-92,SECC,2.5,,1
18-May-92,SECC,4.5,,1
01-Jun-92,SECC,5.7,,1
15-Jun-92,SECC,4.25,,1
30-Jun-92,SECC,5.5,,1
13-Jul-92,SECC,3.5,,1
27-Jul-92,SECC,2.75,,1
10-Aug-92,SECC,3,,1
24-Aug-92,SECC,3.5,,1
07-Sep-92,SECC,3.25,,1
21-Sep-92,SECC,4,,1
06-Oct-92,SECC,4,,1
19-Oct-92,SECC,2,,1
16-Nov-92,SECC,4.5,,1
30-Nov-92,SECC,5,,1
14-Dec-92,SECC,4.5,,1
11-Jan-93,SECC,3.5,,1
26-Jan-93,SECC,3.5,,1
08-Feb-93,SECC,6,,1
22-Feb-93,SECC,4.5,,1
23-Mar-93,SECC,2.3,,1
05-Apr-93,SECC,1.75,,1
19-Apr-93,SECC,2.25,,1
04-May-93,SECC,2.5,,1
19-May-93,SECC,3,,1
28-May-93,SECC,6,,1
14-Jun-93,SECC,4.75,,1
28-Jun-93,SECC,5.5,,1
13-Jul-93,SECC,4.5,,1
27-Jul-93,SECC,2.75,,1
09-Aug-93,SECC,2.8,,1
06-Sep-93,SECC,3.75,,1
20-Sep-93,SECC,4,,1
04-Oct-93,SECC,3.5,,1
19-Oct-93,SECC,3.5,,1
01-Nov-93,SECC,3,,1
15-Nov-93,SECC,3.75,,1
14-Dec-93,SECC,3.75,,1
11-Jan-94,SECC,4.5,,1
24-Jan-94,SECC,4.75,,1
07-Feb-94,SECC,4,,1
07-Mar-94,SECC,4.75,,1
21-Mar-94,SECC,3.75,,1
05-Apr-94,SECC,2.5,,1
18-Apr-94,SECC,3,,1
03-May-94,SECC,2,,1
17-May-94,SECC,2.5,,1
31-May-94,SECC,4.5,,1
13-Jun-94,SECC,5.5,,1
27-Jun-94,SECC,4.75,,1
11-Jul-94,SECC,4.25,,1
08-Aug-94,SECC,3,,1
22-Aug-94,SECC,2.5,,1
06-Sep-94,SECC,2,,1
19-Sep-94,SECC,2.5,,1
03-Oct-94,SECC,3,,1
17-Oct-94,SECC,5.25,,1
01-Nov-94,SECC,3.5,,1
15-Nov-94,SECC,2.5,,1
29-Nov-94,SECC,6,,1
13-Dec-94,SECC,3,,1
17-Jan-95,SECC,5.4,,1
30-Jan-95,SECC,5,,1
13-Feb-95,SECC,1.6,,1
27-Feb-95,SECC,3.75,,1
13-Mar-95,SECC,8.75,,1
27-Mar-95,SECC,4.6,,1
10-Apr-95,SECC,3.3,,1
25-Apr-95,SECC,3.75,,1
08-May-95,SECC,1.8,,1
22-May-95,SECC,6.5,,1
05-Jun-95,SECC,4.4,,1
19-Jun-95,SECC,5.2,,1
03-Jul-95,SECC,4.2,,1
17-Jul-95,SECC,3.6,,1
31-Jul-95,SECC,4,,1
14-Aug-95,SECC,4,,1
29-Aug-95,SECC,2.25,,1
11-Sep-95,SECC,2.5,,1
25-Sep-95,SECC,2.6,,1
09-Oct-95,SECC,2.9,,1
23-Oct-95,SECC,3.5,,1
06-Nov-95,SECC,4,,1
20-Nov-95,SECC,3.4,,1
04-Dec-95,SECC,4.7,,1
18-Dec-95,SECC,5.5,,1
15-Jan-96,SECC,6.1,,1
29-Jan-96,SECC,7,,1
26-Feb-96,SECC,6,,1
11-Mar-96,SECC,6.75,,1
25-Mar-96,SECC,4.2,,1
11-Apr-96,SECC,3.1,,1
22-Apr-96,SECC,2.9,,1
06-May-96,SECC,3,,1
20-May-96,SECC,2.4,,1
03-Jun-96,SECC,3.1,,1
17-Jun-96,SECC,5.5,,1
01-Jul-96,SECC,5.2,,1
15-Jul-96,SECC,3.75,,1
29-Jul-96,SECC,4.2,,1
12-Aug-96,SECC,2.6,,1
26-Aug-96,SECC,2.3,,1
09-Sep-96,SECC,3.1,,1
23-Sep-96,SECC,2.6,,1
07-Oct-96,SECC,4.4,,1
21-Oct-96,SECC,4.3,,1
04-Nov-96,SECC,4.4,,1
18-Nov-96,SECC,5.5,,1
02-Dec-96,SECC,5.2,,1
16-Dec-96,SECC,6.5,,1
20-Jan-97,SECC,7,,1
03-Feb-97,SECC,6.7,,1
17-Feb-97,SECC,4.5,,1
03-Mar-97,SECC,4.5,,1
17-Mar-97,SECC,4,,1
01-Apr-97,SECC,3.5,,1
14-Apr-97,SECC,3,,1
28-Apr-97,SECC,2.9,,1
12-May-97,SECC,3.1,,1
26-May-97,SECC,4.1,,1
09-Jun-97,SECC,3.1,,1
23-Jun-97,SECC,2.3,,1
07-Jul-97,SECC,2,,1
21-Jul-97,SECC,2,,1
06-Aug-97,SECC,3.5,,1
18-Aug-97,SECC,2.9,,1
01-Sep-97,SECC,3.25,,1
18-Sep-97,SECC,3.9,,1
29-Sep-97,SECC,3,,1
13-Oct-97,SECC,2,,1
27-Oct-97,SECC,2.5,,1
10-Nov-97,SECC,3,,1
24-Nov-97,SECC,3.6,,1
08-Dec-97,SECC,3.4,,1
05-Jan-98,SECC,3.7,,1
19-Jan-98,SECC,4.2,,1
02-Feb-98,SECC,6.4,,1
16-Feb-98,SECC,2.9,,1
02-Mar-98,SECC,4,,1
16-Mar-98,SECC,4.5,,1
30-Mar-98,SECC,3,,1
14-Apr-98,SECC,3.5,,1
27-Apr-98,SECC,3,,1
11-May-98,SECC,3.2,,1
26-May-98,SECC,5.5,,1
08-Jun-98,SECC,3.6,,1
22-Jun-98,SECC,3.4,,1
06-Jul-98,SECC,4,,1
20-Jul-98,SECC,2.2,,1
03-Aug-98,SECC,2,,1
17-Aug-98,SECC,2.5,,1
31-Aug-98,SECC,3,,1
14-Sep-98,SECC,3.2,,1
28-Sep-98,SECC,3,,1
12-Oct-98,SECC,3,,1
26-Oct-98,SECC,2,,1
10-Nov-98,SECC,6,,1
23-Nov-98,SECC,7,,1
07-Dec-98,SECC,6.8,,1
21-Dec-98,SECC,5.5,,1
05-Jan-99,SECC,4.5,,1
19-Jan-99,SECC,5.5,,1
01-Feb-99,SECC,6.5,,1
15-Feb-99,SECC,6.75,,1
01-Mar-99,SECC,5.5,,1
15-Mar-99,SECC,5.5,,1
30-Mar-99,SECC,3.25,,1
12-Apr-99,SECC,3.7,,1
26-Apr-99,SECC,3.5,,1
10-May-99,SECC,4.5,,1
25-May-99,SECC,4.75,,1
07-Jun-99,SECC,4.75,,1
21-Jun-99,SECC,4,,1
05-Jul-99,SECC,5,,1
19-Jul-99,SECC,4.8,,1
02-Aug-99,SECC,2.1,,1
16-Aug-99,SECC,2.9,,1
31-Aug-99,SECC,3.1,,1
13-Sep-99,SECC,2.4,,1
27-Sep-99,SECC,2.9,,1
11-Oct-99,SECC,3.8,,1
25-Oct-99,SECC,2.6,,1
08-Nov-99,SECC,2.6,,1
22-Nov-99,SECC,4.2,,1
07-Dec-99,SECC,3.1,,1
04-Jan-00,SECC,5.5,,1
17-Jan-00,SECC,4.05,,1
31-Jan-00,SECC,4.2,,1
15-Feb-00,SECC,4.2,,1
28-Feb-00,SECC,4.5,,1
13-Mar-00,SECC,4.8,,1
27-Mar-00,SECC,4.5,,1
10-Apr-00,SECC,4.05,,1
25-Apr-00,SECC,2.8,,1
08-May-00,SECC,4.3,,1
22-May-00,SECC,6.9,,1
05-Jun-00,SECC,6.2,,1
19-Jun-00,SECC,7.1,,1
03-Jul-00,SECC,3.5,,1
17-Jul-00,SECC,3.3,,1
31-Jul-00,SECC,2.2,,1
14-Aug-00,SECC,3.7,,1
29-Aug-00,SECC,4,,1
11-Sep-00,SECC,2.4,,1
25-Sep-00,SECC,3.2,,1
09-Oct-00,SECC,4.05,,1
24-Oct-00,SECC,4.1,,1
06-Nov-00,SECC,4.2,,1
20-Nov-00,SECC,6.2,,1
04-Dec-00,SECC,1.8,,1
18-Dec-00,SECC,5,,1
08-Jan-01,SECC,6,,1
05-Feb-01,SECC,5.1,,1
19-Feb-01,SECC,5.5,,1
19-Apr-01,SECC,3.9,,1
03-May-01,SECC,3.9,,1
16-May-01,SECC,7,,1
30-May-01,SECC,6.5,,1
11-Jun-01,SECC,5.4,,1
25-Jun-01,SECC,4.1,,1
09-Jul-01,SECC,2.6,,1
23-Jul-01,SECC,2.75,,1
06-Aug-01,SECC,2.6,,1
20-Aug-01,SECC,3.2,,1
03-Sep-01,SECC,3.6,,1
17-Sep-01,SECC,3.2,,1
01-Oct-01,SECC,3.6,,1
15-Oct-01,SECC,3.6,,1
29-Oct-01,SECC,4,,1
12-Nov-01,SECC,2.8,,1
26-Nov-01,SECC,3.4,,1
10-Dec-01,SECC,4,,1
21-Jan-02,SECC,5.5,,1
04-Feb-02,SECC,2.7,,1
18-Feb-02,SECC,4.2,,1
04-Mar-02,SECC,3.8,,1
18-Mar-02,SECC,5.3,,1
02-Apr-02,SECC,3,,1
15-Apr-02,SECC,3,,1
30-Apr-02,SECC,2.5,,1
13-May-02,SECC,3,,1
27-May-02,SECC,5,,1
10-Jun-02,SECC,6.5,,1
24-Jun-02,SECC,4,,1
08-Jul-02,SECC,3.9,,1
22-Jul-02,SECC,4,,1
05-Aug-02,SECC,3,,1
19-Aug-02,SECC,3,,1
02-Sep-02,SECC,3,,1
16-Sep-02,SECC,3,,1
30-Sep-02,SECC,3,,1
14-Oct-02,SECC,3.1,,1
28-Oct-02,SECC,2.9,,1
11-Nov-02,SECC,3.9,,1
25-Nov-02,SECC,5.7,,1
09-Dec-02,SECC,3.2,,1
20-Jan-03,SECC,5.5,,1
03-Feb-03,SECC,3,,1
03-Mar-03,SECC,5,,1
17-Mar-03,SECC,4,,1
31-Mar-03,SECC,3,,1
14-Apr-03,SECC,2.5,,1
28-Apr-03,SECC,4.25,,1
13-May-03,SECC,6.5,,1
27-May-03,SECC,5.3,,1
09-Jun-03,SECC,5.5,,1
23-Jun-03,SECC,3.8,,1
07-Jul-03,SECC,3.2,,1
21-Jul-03,SECC,3,,1
04-Aug-03,SECC,3.3,,1
18-Aug-03,SECC,3.1,,1
01-Sep-03,SECC,2.5,,1
15-Sep-03,SECC,3,,1
29-Sep-03,SECC,2.1,,1
13-Oct-03,SECC,2.8,,1
27-Oct-03,SECC,2.5,,1
10-Nov-03,SECC,2.9,,1
24-Nov-03,SECC,3.5,,1
08-Dec-03,SECC,3.8,,1
05-Jan-04,SECC,4.1,,1
19-Jan-04,SECC,5.5,,1
02-Feb-04,SECC,4.2,,1
16-Feb-04,SECC,6,,1
15-Mar-04,SECC,4,,1
30-Mar-04,SECC,4.6,,1
13-Apr-04,SECC,3.5,,1
27-Apr-04,SECC,3.5,,1
11-May-04,SECC,4,,1
25-May-04,SECC,6.6,,1
08-Jun-04,SECC,4.3,,1
22-Jun-04,SECC,3.2,,1
05-Jul-04,SECC,3.2,,1
19-Jul-04,SECC,2.6,,1
03-Aug-04,SECC,1.2,,1
16-Aug-04,SECC,2.4,,1
30-Aug-04,SECC,3,,1
13-Sep-04,SECC,2.3,,1
27-Sep-04,SECC,4.6,,1
11-Oct-04,SECC,3.5,,1
25-Oct-04,SECC,4,,1
08-Nov-04,SECC,,,1
22-Nov-04,SECC,5,,1
06-Dec-04,SECC,4.6,,1
20-Dec-04,SECC,4.3,,1
13-Jan-05,SECC,2.1,,1
24-Jan-05,SECC,4,,1
07-Feb-05,SECC,6.6,,1
21-Feb-05,SECC,5,,1
07-Mar-05,SECC,4,,1
21-Mar-05,SECC,3.3,,1
04-Apr-05,SECC,2.5,,1
20-Apr-05,SECC,2.5,,1
02-May-05,SECC,2.7,,1
16-May-05,SECC,3.5,,1
31-May-05,SECC,3.25,,1
13-Jun-05,SECC,4.6,,1
27-Jun-05,SECC,4,,1
11-Jul-05,SECC,4.5,,1
25-Jul-05,SECC,3.25,,1
08-Aug-05,SECC,3.1,,1
22-Aug-05,SECC,2.75,,1
05-Sep-05,SECC,2.5,,1
19-Sep-05,SECC,5,,1
03-Oct-05,SECC,3.5,,1
17-Oct-05,SECC,2.7,,1
31-Oct-05,SECC,2.7,,1
14-Nov-05,SECC,3.3,,1
28-Nov-05,SECC,4.1,,1
12-Dec-05,SECC,5.1,,1
09-Jan-06,SECC,6.3,,1
23-Jan-06,SECC,4,,1
06-Feb-06,SECC,5.3,,1
20-Feb-06,SECC,5,,1
09-Mar-06,SECC,5,,1
22-Mar-06,SECC,4,,1
03-Apr-06,SECC,4.3,,1
19-Apr-06,SECC,3.2,,1
03-May-06,SECC,2.8,,1
17-May-06,SECC,2.6,,1
31-May-06,SECC,3.8,,1
12-Jun-06,SECC,5,,1
26-Jun-06,SECC,5.5,,1
10-Jul-06,SECC,3.1,,1
24-Jul-06,SECC,3.5,,1
07-Aug-06,SECC,2.5,,1
23-Aug-06,SECC,2,,1
04-Sep-06,SECC,2.7,,1
18-Sep-06,SECC,2.7,,1
02-Oct-06,SECC,4.1,,1
16-Oct-06,SECC,4.6,,1
30-Oct-06,SECC,3.5,,1
13-Nov-06,SECC,3,,1
27-Nov-06,SECC,5,,1
11-Dec-06,SECC,1.6,,1
08-Jan-07,SECC,3.6,,1
22-Jan-07,SECC,4.1,,1
05-Feb-07,SECC,6,,1
19-Feb-07,SECC,6.5,,1
05-Mar-07,SECC,4.1,,1
19-Mar-07,SECC,4.6,,1
02-Apr-07,SECC,3.8,,1
16-Apr-07,SECC,2.1,,1
30-Apr-07,SECC,2.8,,1
14-May-07,SECC,3.1,,1
28-May-07,SECC,3.5,,1
11-Jun-07,SECC,5.1,,1
25-Jun-07,SECC,2.2,,1
09-Jul-07,SECC,2.9,,1
23-Jul-07,SECC,2.9,,1
06-Aug-07,SECC,3.3,,1
21-Aug-07,SECC,3.1,,1
03-Sep-07,SECC,2.8,,1
17-Sep-07,SECC,3.1,,1
01-Oct-07,SECC,3.2,,1
15-Oct-07,SECC,3.1,,1
29-Oct-07,SECC,2,,1
12-Nov-07,SECC,2.5,,1
26-Nov-07,SECC,4.1,,1
10-Dec-07,SECC,4.2,,1
07-Jan-08,SECC,4.5,,1
21-Jan-08,SECC,4.5,,1
04-Feb-08,SECC,4.8,,1
03-Mar-08,SECC,4.5,,1
17-Mar-08,SECC,4.75,,1
01-Apr-08,SECC,4,,1
14-Apr-08,SECC,3.6,,1
28-Apr-08,SECC,3,,1
12-May-08,SECC,3.1,,1
28-May-08,SECC,6.25,,1
11-Jun-08,SECC,3.4,,1
23-Jun-08,SECC,2.6,,1
07-Jul-08,SECC,3.1,,1
21-Jul-08,SECC,3.1,,1
04-Aug-08,SECC,3,,1
20-Aug-08,SECC,2.6,,1
01-Sep-08,SECC,2.7,,1
15-Sep-08,SECC,1.9,,1
29-Sep-08,SECC,3.5,,1
13-Oct-08,SECC,2.6,,1
27-Oct-08,SECC,1.9,,1
10-Nov-08,SECC,3.3,,1
24-Nov-08,SECC,5,,1
08-Dec-08,SECC,6.1,,1
22-Dec-08,SECC,3.8,,1
19-Jan-09,SECC,4,,1
04-Feb-09,SECC,6.5,,1
16-Feb-09,SECC,6,,1
02-Mar-09,SECC,4.8,,1
16-Mar-09,SECC,4,,1
30-Mar-09,SECC,4.1,,1
15-Apr-09,SECC,2.3,,1
27-Apr-09,SECC,1.8,,1
11-May-09,SECC,3.5,,1
27-May-09,SECC,3,,1
08-Jun-09,SECC,5,,1
22-Jun-09,SECC,3,,1
06-Jul-09,SECC,3.2,,1
20-Jul-09,SECC,3,,1
03-Aug-09,SECC,2.2,,1
17-Aug-09,SECC,2.9,,1
02-Sep-09,SECC,2.6,,1
14-Sep-09,SECC,3.2,,1
28-Sep-09,SECC,5.2,,1
12-Oct-09,SECC,4.3,,1
26-Oct-09,SECC,3.3,,1
09-Nov-09,SECC,3.8,,1
07-Dec-09,SECC,4,,1
25-Jan-10,SECC,6.3,,1
09-Feb-10,SECC,5.7,,1
15-Feb-10,SECC,5.2,,1
01-Mar-10,SECC,5.2,,1
15-Mar-10,SECC,3.4,,1
29-Mar-10,SECC,3.5,,1
12-Apr-10,SECC,3.2,,1
28-Apr-10,SECC,3.1,,1
10-May-10,SECC,3.1,,1
24-May-10,SECC,6.1,,1
07-Jun-10,SECC,6.1,,1
21-Jun-10,SECC,3.7,,1
05-Jul-10,SECC,3,,1
19-Jul-10,SECC,3,,1
02-Aug-10,SECC,2.75,,1
18-Aug-10,SECC,2.6,,1
02-Sep-10,SECC,2.8,,1
13-Sep-10,SECC,3.3,,1
27-Sep-10,SECC,3.5,,1
11-Oct-10,SECC,4.4,,1
25-Oct-10,SECC,3.5,,1
08-Nov-10,SECC,,,2
22-Nov-10,SECC,4.5,,1
13-Jan-11,SECC,,,2
24-Jan-11,SECC,4.3,,1
07-Feb-11,SECC,,,2
21-Feb-11,SECC,3.7,,1
07-Mar-11,SECC,5.1,,1
21-Mar-11,SECC,3.4,,1
04-Apr-11,SECC,3.5,,1
18-Apr-11,SECC,3,,1
03-May-11,SECC,2.4,,1
20-May-11,SECC,3.1,,1
01-Jun-11,SECC,3.1,,1
13-Jun-11,SECC,3,,1
27-Jun-11,SECC,6,,1
11-Jul-11,SECC,4.2,,1
28-Jul-11,SECC,2.2,,1
08-Aug-11,SECC,2.6,,1
23-Aug-11,SECC,2.5,,1
05-Sep-11,SECC,2.9,,1
19-Sep-11,SECC,4.5,,1
03-Oct-11,SECC,3.6,,1
17-Oct-11,SECC,4.1,,1
31-Oct-11,SECC,4,,1
14-Nov-11,SECC,5,,1
28-Nov-11,SECC,3.8,,1
12-Dec-11,SECC,3.1,,1
04-Jan-12,SECC,3.7,,1
16-Jan-12,SECC,6,,1
30-Jan-12,SECC,5.5,,1
13-Feb-12,SECC,,,2
27-Feb-12,SECC,3.5,,1
12-Mar-12,SECC,4.6,,1
26-Mar-12,SECC,2.9,,1
11-Apr-12,SECC,2.3,,1
24-Apr-12,SECC,1.9,,1
09-May-12,SECC,3.1,,1
23-May-12,SECC,5.2,,1
08-Jun-12,SECC,5,,1
18-Jun-12,SECC,2.8,,1
02-Jul-12,SECC,3.2,,1
16-Jul-12,SECC,3,,1
30-Jul-12,SECC,2.7,,1
15-Aug-12,SECC,2.8,,1
29-Aug-12,SECC,2.8,,1
10-Sep-12,SECC,2.6,,1
24-Sep-12,SECC,,,2
08-Oct-12,SECC,4.2,,1
22-Oct-12,SECC,3.7,,1
05-Nov-12,SECC,3.5,,1
19-Nov-12,SECC,3.9,,1
03-Dec-12,SECC,3.5,,1
17-Dec-12,SECC,5,,1
07-Jan-13,SECC,4.5,,1
21-Jan-13,SECC,4.6,,1
04-Feb-13,SECC,3.75,,1
18-Feb-13,SECC,,,2
04-Mar-13,SECC,5.1,,1
18-Mar-13,SECC,4,,1
03-Apr-13,SECC,2.5,,1
17-Apr-13,SECC,3.1,,1
29-Apr-13,SECC,3.5,,1
10-May-13,SECC,3,,1
29-May-13,SECC,3.1,,1
10-Jun-13,SECC,5.5,,1
24-Jun-13,SECC,4.8,,1
08-Jul-13,SECC,3.1,,1
22-Jul-13,SECC,2.65,,1
05-Aug-13,SECC,2.5,,1
19-Aug-13,SECC,2.3,,1
02-Sep-13,SECC,2.7,,1
16-Sep-13,SECC,2,,1
30-Sep-13,SECC,2.7,,1
14-Oct-13,SECC,4.25,,1
28-Oct-13,SECC,3.9,,1
11-Nov-13,SECC,3.3,,1
25-Nov-13,SECC,4.5,,1
09-Dec-13,SECC,4.4,,1
11-Mar-69,NO3N,500,,1
11-Mar-69,PO4P,1,,1
11-Mar-69,SIO2,2290,,1
18-Mar-69,NO3N,470,,1
18-Mar-69,PO4P,0,,1
18-Mar-69,SIO2,2240,,1
25-Mar-69,NO3N,510,,1
25-Mar-69,PO4P,0,,1
25-Mar-69,SIO2,2160,,1
01-Apr-69,NO3N,500,,1
01-Apr-69,PO4P,0,,1
01-Apr-69,SIO2,2190,,1
15-Apr-69,NO3N,480,,1
15-Apr-69,PO4P,0,,1
15-Apr-69,SIO2,1920,,1
22-Apr-69,NO3N,460,,1
22-Apr-69,PO4P,0,,1
22-Apr-69,SIO2,1800,,1
29-Apr-69,NO3N,430,,1
29-Apr-69,PO4P,0,,1
29-Apr-69,SIO2,1730,,1
06-May-69,NO3N,370,,1
06-May-69,PO4P,1,,1
06-May-69,SIO2,1570,,1
12-May-69,NO3N,370,,1
12-May-69,PO4P,0,,1
19-May-69,NO3N,240,,1
19-May-69,PO4P,0,,1
19-May-69,SIO2,1180,,1
26-May-69,NO3N,280,,1
26-May-69,PO4P,0,,1
26-May-69,SIO2,1080,,1
10-Jun-69,NO3N,230,,1
10-Jun-69,PO4P,0,,1
10-Jun-69,SIO2,1130,,1
17-Jun-69,NO3N,220,,1
17-Jun-69,PO4P,0,,1
17-Jun-69,SIO2,1140,,1
